2,8.4,7.7,7.0,6.3,5.6,5.3,5.0,4.8,4.5,4.2,3.9,3.6,3.4,3.1,2.8,2.7,2.5,2.4,2.2,2.1,2.0,1.8,1.7,1.5,1.4
3,25.6,23.5,21.4,19.2,17.1,16.2,15.4,14.5,13.7,12.8,12.0,11.1,10.3,9.4,8.6,8.2,7.7,7.3,6.8,6.4,6.0,5.6,5.1,4.7,4.3
4,50.1,45.9,41.8,37.6,33.4,31.7,30.1,28.4,26.8,25.1,23.4,21.7,20.1,18.4,16.7,15.9,15.0,14.2,13.3,12.5,11.7,10.9,10.0,9.2,8.4
