2,0.90,0.83,0.75,0.68,0.60,0.58,0.56,0.54,0.52,0.50,0.46,0.42,0.38,0.34,0.30,0.29,0.28,0.27,0.26,0.25,0.23,0.21,0.19,0.17,0.15
3,1.40,1.28,1.15,1.03,0.90,0.88,0.86,0.84,0.82,0.80,0.74,0.68,0.62,0.56,0.50,0.48,0.46,0.44,0.42,0.40,0.37,0.34,0.31,0.28,0.25
4,1.80,1.65,1.50,1.35,1.20,1.16,1.12,1.08,1.04,1.00,0.92,0.84,0.76,0.68,0.60,0.58,0.56,0.54,0.52,0.50,0.46,0.42,0.38,0.34,0.30
