2,6.0,5.8,5.3,4.9,4.4,4.0,3.8,3.6,3.4,3.2,3.0,2.8,2.6,2.4,2.2,2.0,1.8,1.6,1.4,1.2,1.0,1.0,1.0,1.0,1.0,1.0
3,9.0,8.7,8.0,7.3,6.7,6.0,5.6,5.2,4.8,4.4,4.0,3.8,3.6,3.4,3.2,3.0,2.8,2.6,2.4,2.2,2.0,1.8,1.6,1.4,1.2,1.0
4,12.0,11.6,10.7,9.8,8.9,8.0,7.6,7.2,6.8,6.4,6.0,5.6,5.2,4.8,4.4,4.0,3.8,3.6,3.4,3.2,3.0,2.8,2.6,2.4,2.2,2.0
